"Saudi rallies behind exiled Yemen leader after UAE-backed separatists seize Aden","World-articles-txt/articles17txt","13 Aug 2019 12:14AM","Saudi Arabia,Saudi,Aden,UAE,news and politics,Yemen,World"
"Russians killed in missile test blast were working on 'new weapons'","World-articles-txt/articles18txt","13 Aug 2019 12:11AM","Russia,World"
"South Korea tightens export controls on Japan in trade row","World-articles-txt/articles19txt","13 Aug 2019 12:06AM","business and finance,South Korea,Japan,control system,Asia"
"Any violent crackdown in Hong Kong would be 'completely unacceptable', says US Senate leader","World-articles-txt/articles20txt","12 Aug 2019 11:59PM","Hong Kong,Hong Kong protests,United States,China,Asia"
"No-deal Brexit could deepen Europe's shortage of medicines: experts","World-articles-txt/articles21txt","12 Aug 2019 02:35PM","Europe,no-deal,Brexit,EMA,medical health,Britain,World"
"Lawyers say Epstein victims to sue financier's estate this week","World-articles-txt/articles22txt","12 Aug 2019 12:23PM","Jeffrey Epstein,crime,United States,World"
"Argentina votes in key primaries ahead of October election","World-articles-txt/articles23txt","12 Aug 2019 07:30AM","Argentina,Mauricio Macri,polls,general election,Mauricio Macri,Cristina Kirchner,World"
"Commentary: I vowed never again to buy snacks when grocery shopping but can't stop","World-articles-txt/articles24txt","12 Aug 2019 06:39AM","psychology,supermarket,health,human behaviours,Commentary"
"US adviser Bolton to urge tougher UK stance on Iran and China","World-articles-txt/articles25txt","12 Aug 2019 06:27AM","John Bolton,security adviser,Iran,Huawei,Brexit,World"
"For rescued migrant, Libya stay was worst ordeal on way to Europe","World-articles-txt/articles26txt","12 Aug 2019 06:18AM","Libya,Ocean Viking,rescue ship,Bintu,World"
"Israel police, Palestinians clash at flashpoint Jerusalem holy site","World-articles-txt/articles27txt","12 Aug 2019 05:48AM","Israel,Palestinian,flashpoint,Jerusalem,holy site,Temple Mount,World"
"Epstein death anger soars, conspiracy theories swirl","World-articles-txt/articles28txt","12 Aug 2019 02:32AM","Cory Booker,Donald Trump,Jeffrey Epstein,conspiracy theories,suicide,jail cell,World"
"Russia mourns 'heroes' killed in missile test ","World-articles-txt/articles29txt","12 Aug 2019 02:25AM","Sarov,Severodvinsk,nuclear research,Rosatom,Russia,World"
"Haj transport poses challenge for Saudi hosts","World-articles-txt/articles30txt","12 Aug 2019 02:04AM","Saudi Arabia,haj pilgrimage,transporting,worshippers,Nabil al-Amoudi,World"
"New US sanctions won't hurt Russian financial system: Siluanov","World-articles-txt/articles31txt","04 Aug 2019 12:55AM","US,Anton Siluanov,Washington,Russia,World"
"Police detain hundreds at Moscow opposition protest","World-articles-txt/articles32txt","04 Aug 2019 12:37AM","Russia,Moscow,Alexei Navalny,World"
"US Pentagon chief says in favour of placing missiles in Asia","World-articles-txt/articles33txt","03 Aug 2019 06:57PM","United States,Mark Esper,missiles,World"
"Iran will take 'third step' to reduce commitments to nuclear deal: Iran foreign minister","World-articles-txt/articles34txt","03 Aug 2019 02:06PM","business and finance,Iran,World"
"Commentary: The curious case of Al Qaeda leader Hamza bin Laden’s death","World-articles-txt/articles35txt","03 Aug 2019 01:10PM","Hamza bin Laden,Osama bin Laden,terrorism,Al-Qaeda,Commentary"
"Trump instructed top aide to call China to warn more tariffs were coming: Sources","World-articles-txt/articles36txt","03 Aug 2019 12:35PM","business and finance,Donald Trump,China,US China trade war,World"
"3 dead as sea cliff collapses on California beachgoers","World-articles-txt/articles37txt","03 Aug 2019 09:09AM","California,United States,World"
"Lawmakers urge US to block sales of crowd-control gear to Hong Kong","World-articles-txt/articles38txt","03 Aug 2019 08:09AM","Hong Kong protests,United States,Hong Kong,China,extradition bill,World"
"China's new UN envoy says Beijing ready to fight US on trade","World-articles-txt/articles39txt","03 Aug 2019 07:52AM","China,United States,Asia"
"Gunman's death in mass shooting at California food festival ruled suicide","World-articles-txt/articles40txt","03 Aug 2019 07:39AM","California,United States,World"
"US Afghan envoy praises 'excellent progress' in Taliban talks","World-articles-txt/articles41txt","06 Aug 2019 04:33AM","Taliban,Afghanistan,Doha,peace deal,Zalmay Khalilzad,Asia"
"Argentine trial starts against priests for sexually abusing deaf children ","World-articles-txt/articles42txt","06 Aug 2019 04:22AM","Argentina,Provolo Institute,priests,deaf children,sexual abuse,World"
"Epilepsy patients may live longer with specialist care","World-articles-txt/articles43txt","06 Aug 2019 04:05AM","epilepsy,Canada,Mark Lowerison,University of Calgary,health,JAMA Neurology,World"
"Deadly Cairo blast caused by explosives-packed car","World-articles-txt/articles44txt","06 Aug 2019 03:49AM","speeding car,Cairo,Egypt,explosives-packed,World"
"Mexico president urges US to take action on gun control","World-articles-txt/articles45txt","06 Aug 2019 03:43AM","gun control,Lopez Obrador,Mexico,news and politics,World"
"Trump condemns racism, white supremacy after US mass shootings","World-articles-txt/articles46txt","06 Aug 2019 03:34AM","mass shootings,racism,white supremacist,El Paso,Dayton,World"
"Boy thrown from London's Tate Modern is French tourist visiting UK","World-articles-txt/articles47txt","06 Aug 2019 02:07AM","London,Tate Modern gallery,French national,boy,attempted murder,World"
"Saudi Arabia women's rights reforms may still be thwarted by custom","World-articles-txt/articles48txt","06 Aug 2019 01:52AM","Saudi Arabia,Jamal Khashoggi,guardianship,freedoms,Saudi women,World"
"China may halt French police cooperation over Interpol case","World-articles-txt/articles49txt","06 Aug 2019 01:40AM","Framce,Meng Hongwei,China,Interpol,bribery,Asia"
"World leaders must prove they've listened to climate activists: Thunberg","World-articles-txt/articles50txt","06 Aug 2019 01:31AM","Climate activists,world leaders,Greta Thunberg,greenhouse emissions,Lausanne,World"
"Spread of African swine fever in Bulgaria 'worrying': EU Commission","World-articles-txt/articles51txt","08 Aug 2019 07:05PM","pets,swine,Balkan,China,Bulgaria,EU Commission,World"
"Malaysia uses recording of mother's voice in hunt for missing Irish teen","World-articles-txt/articles52txt","08 Aug 2019 06:43PM","Nora Quoirin,Malaysia,missing person,Asia"
"Crowds gather to mark 50th anniversary of the Beatles' Abbey Road album photo","World-articles-txt/articles53txt","08 Aug 2019 05:05PM","Beatles,Paul McCartney,John Lennon,Abbey Road,World"
"Manhunt after stabbed Israel soldier found dead in West Bank","World-articles-txt/articles54txt","08 Aug 2019 03:49PM","Benjamin Netanyahu,Israel,West Bank,World"
"Texas shooting suspect's mother alerted police about his gun ownership: Reports","World-articles-txt/articles55txt","08 Aug 2019 02:27PM","El Paso,Texas,shooting,US,World"
"'We are scared': Deadly dengue outbreak overwhelms Bangladesh","World-articles-txt/articles56txt","08 Aug 2019 01:50PM","Bangladesh,dengue,health,Asia"
"In a London workshop, artisans craft bespoke globes","World-articles-txt/articles57txt","08 Aug 2019 01:32PM","crafts,London,business,World"
"'Rainbow wedding': Indian transgender couple marry in emotional ceremony","World-articles-txt/articles58txt","08 Aug 2019 12:57PM","LGBT,India,World"
"High tide: Cocaine haul washes up on New Zealand beach","World-articles-txt/articles59txt","08 Aug 2019 12:50PM","New Zealand,drugs,World"
"Mexico wants US help to identify white supremacist threats","World-articles-txt/articles60txt","08 Aug 2019 12:39PM","US,Texas,shooting,Mexico,World"
"Commentary: Our world is getting hotter, faster","World-articles-txt/articles61txt","02 Aug 2019 06:22AM","climate change,global warming,carbon emissions,Commentary"
"Fresh migrant stand-off with Italy's Salvini","World-articles-txt/articles62txt","02 Aug 2019 05:39AM","rescue ship,German NGO,Sea-Eye,Matteo Salvini,World"
"Bolsonaro appoints military men to investigate dictatorship abuses","World-articles-txt/articles63txt","02 Aug 2019 05:34AM","Jair Bolsonaro,Dilma Rousseff,military dictatorship,Weslei Antonio Maretti,Vital Lima Santos,World"
"Dallas man who went to Syria to join IS indicted in Texas ","World-articles-txt/articles64txt","02 Aug 2019 05:31AM","Texas,ISIS,Omer Kuzu,Syria,Islamic State,World"
"Trump says he is considering a blockade or quarantine on Venezuela","World-articles-txt/articles65txt","02 Aug 2019 05:26AM","Venezuela,Donald Trump,quarantine,blockade,Nicolas Maduro,World"
"Hamza bin Laden's death no big blow to Al-Qaeda: Experts","World-articles-txt/articles66txt","02 Aug 2019 05:20AM","Hamza bin Laden,Al-Qaeda,Osama,Ayman al-Zawahiri,World"
"Pelosi defends Baltimore against Trump's verbal attacks","World-articles-txt/articles67txt","02 Aug 2019 05:10AM","Baltimore,Donald Trump,Nancy Pelosi,Jared Kushner,verbal attacks,World"
"Syria regime agrees to Idlib truce if buffer zone implemented","World-articles-txt/articles68txt","02 Aug 2019 04:49AM","Syria,truce,Idlib,buffer zone,World"
"For some surgeries, hospital rankings not tied to better outcomes","World-articles-txt/articles69txt","02 Aug 2019 04:21AM","U.S. News and World Report,U.S.,Albert Wu,medical health,Nguyen,JAMA Surgery,World"
"Men know less than women about daily calorie needs","World-articles-txt/articles70txt","02 Aug 2019 04:21AM","Dietetics,U.S.,Robin McKinnon,health,Susan Roberts,Journal of the Academy of Nutrition,World"
"More migrants evacuated from Spanish rescue ship Open Arms","World-articles-txt/articles71txt","16 Aug 2019 04:23PM","World"
"Iran denies giving Gibraltar assurances for release of tanker","World-articles-txt/articles72txt","16 Aug 2019 04:16PM","Gibraltar,Grace 1,Iran,United States,World"
"Italian political standoff keeps rescued migrants stranded at sea","World-articles-txt/articles73txt","16 Aug 2019 03:50PM","Matteo Salvini,Italy,migrants,World"
"Iran tanker can leave when ready, US legal block still looms: Gibraltar","World-articles-txt/articles74txt","16 Aug 2019 03:33PM","Gibraltar,United States,Iran,Grace 1,World"
"China says pig herd shrinks by 32per cent in July amid swine fever outbreak","World-articles-txt/articles75txt","16 Aug 2019 03:10PM","pets,swine,China,World"
"Sydney's water supply falling at fastest rate on record due to drought","World-articles-txt/articles76txt","16 Aug 2019 02:51PM","Australia,drought,weather,World"
"Gay penguins adopt egg after trying to hatch stone","World-articles-txt/articles77txt","16 Aug 2019 12:47PM","penguin,Berlin Zoo,Germany,World"
"Gentle giraffes threatened with 'silent extinction'","World-articles-txt/articles78txt","16 Aug 2019 12:06PM","Kenya,giraffe,wildlife,environment,World"
"Australian tourist shot dead in New Zealand, manhunt launched","World-articles-txt/articles79txt","16 Aug 2019 12:04PM","New Zealand,Australia,crime,World"
"Aging hippies flash back to Woodstock site, 50 years on","World-articles-txt/articles80txt","16 Aug 2019 11:56AM","Les Poinelli,Janis Joplin,music and audio,solidarity,Bethel,Woodstock,World"
"Muslim haj pilgrims perform Satan stoning ritual","World-articles-txt/articles81txt","12 Aug 2019 01:53AM","haj pilgrimage,Muslim,Mina Valley,Mecca,Saudi Arabia,stoning,World"
"Palestinians and Israeli police clash at Jerusalem holy site","World-articles-txt/articles82txt","12 Aug 2019 01:24AM","al-Aqsa mosque,al-Aqsa,Jerusalem,Israel,Eid al-Adha,religion & spirituality,World"
"UK police close Worthing seafront after hazardous material report","World-articles-txt/articles83txt","12 Aug 2019 01:12AM","Worthing,seafront,England,symptoms,sore eyes,vomiting,World"
"Salvini could take Italy out of EU, former PM warns","World-articles-txt/articles84txt","12 Aug 2019 01:12AM","Matteo Salvini,Italy,European Union,Enrico Letta,World"
"Afghan president says peace coming but outsiders can't decide future","World-articles-txt/articles85txt","12 Aug 2019 01:10AM","Sept,Taliban,Afghanistan,Ashraf Ghani,United States,news and politics,World"
"German minister prepares law to ban plastic bags","World-articles-txt/articles86txt","12 Aug 2019 12:49AM","Germany,Svenja Schulze,plastic bag,straws,forks,knives,World"
"Norway mosque shooting an 'attempted act of terror'","World-articles-txt/articles87txt","12 Aug 2019 12:36AM","Norway,mosque,shooting,Oslo,anti-immigrant,World"
"Tanzania mourns 69 killed in fuel tanker blast","World-articles-txt/articles88txt","12 Aug 2019 12:22AM","Tanzania,mourning,fuel tanker,siphon,leaking petrol,Morogoro,World"
"Pakistan PM says world inaction on Kashmir like appeasing Hitler","World-articles-txt/articles89txt","11 Aug 2019 09:34PM","Pakistan,Kashmir,Imran Khan,World"
"WHO says no new Ebola cases in Goma, vaccinates over 1,300","World-articles-txt/articles90txt","11 Aug 2019 08:45PM","World Health Organisation,medical health,Goma,Congolese,WHO,World"
"Commentary: Cigarette butts, the forgotten killer plastic pollution","World-articles-txt/articles91txt","31 Jul 2019 06:31AM","environment,litter,smoking,cigarette,health,Commentary"
"Testosterone improves sexual function in older women","World-articles-txt/articles92txt","31 Jul 2019 06:25AM","testosterone,health,World"
"US-China rivalry in focus at ASEAN foreign ministers' meeting in Bangkok","World-articles-txt/articles93txt","31 Jul 2019 06:09AM","Bangkok,China,ASEAN,United States,Asia"
"Motive for slayings at California festival still unclear two days later","World-articles-txt/articles94txt","31 Jul 2019 05:39AM","California,Santino William Legan,Gilroy Garlic Festival,rifle,World"
"North Korea fires short-range ballistic missiles","World-articles-txt/articles95txt","31 Jul 2019 05:10AM","North Korea,South Korea,United States,Kim Jong Un,Asia"
"Indian police open probe into Rolls-Royce's dealings with three state firms","World-articles-txt/articles96txt","31 Jul 2019 04:16AM","India,Rolls-Royce,procurement,gas turbines,Business"
"Inmates behind Brazil deadly prison riot transferred: Official ","World-articles-txt/articles97txt","31 Jul 2019 03:30AM","Brazil,Altamira,prison riot,Para,World"
"Costa Rica and Panama bust migrant-smuggling ring, arrest dozens","World-articles-txt/articles98txt","31 Jul 2019 03:27AM","Panama,Costa Rica,smuggling,migrants,Central America,World"
"Renamo fighters start disarming as part of Mozambique peace deal","World-articles-txt/articles99txt","31 Jul 2019 03:24AM","Mozambique,peace deal,Renamo,disarming,Ossufo Momade,World"
"Trump says he will visit Poland","World-articles-txt/articles100txt","31 Jul 2019 03:20AM","Poland,Warsaw,Donald Trump,Nazi invasion,World War Two,Denmark,World"
"US Democrat Elizabeth Warren floats plan to empower Native Americans","World-articles-txt/articles101txt","16 Aug 2019 10:39PM","Elizabeth Warren,Native American,United States,World"
"Two more women sue Jeffrey Epstein's estate for US$100 million over alleged sex abuse","World-articles-txt/articles102txt","16 Aug 2019 10:24PM","sexual abuse,Jeffrey Epstein,World"
"Zimbabwe police beat protesters defying ban","World-articles-txt/articles103txt","16 Aug 2019 10:17PM","Zimbabwe,World"
"Police clear packages that prompted evacuation of NYC transit hub","World-articles-txt/articles104txt","16 Aug 2019 10:12PM","New York,World"
"17 Chinese, Ukrainian seamen kidnapped off Cameroon","World-articles-txt/articles105txt","16 Aug 2019 10:06PM","Cameroon,Ukraine,China,World"
"FDA approves Celgene's bone marrow cancer treatment","World-articles-txt/articles106txt","16 Aug 2019 10:06PM","Celgene,FDA,Inrebic,medical health,U.S. Food and Drug Administration,bone marrow,World"
"British policeman killed investigating burglary, PM Johnson shocked","World-articles-txt/articles107txt","16 Aug 2019 09:39PM","England,Britain,Boris Johnson,crime,World"
"Poland may join US-led mission in Strait of Hormuz","World-articles-txt/articles108txt","16 Aug 2019 09:23PM","Poland,Strait of Hormuz,Iran,World"
"Driver shot dead after ramming car into Israeli civilians in West Bank","World-articles-txt/articles109txt","16 Aug 2019 09:16PM","West Bank,Israel,Palestine,World"
"Russian pilot says he's no hero despite praise for crash-landing","World-articles-txt/articles110txt","16 Aug 2019 08:57PM","Kremlin,Russia,World"
"As Democrats squabble, Trump worries some Republicans with his Twitter battles","World-articles-txt/articles111txt","02 Aug 2019 12:57AM","Donald Trump,Joe Biden,re-election,Democrats,Elijah Cummings,World"
"Hairdressers are willing to help customers detect skin cancers","World-articles-txt/articles112txt","02 Aug 2019 12:56AM","skin cancer,Reuters Health,American Academy of Dermatology,Neda Black,Hairdressers,medical health,World"
"Active sex life tied to long-term survival after a heart attack","World-articles-txt/articles113txt","02 Aug 2019 12:41AM","heart attack,Andrew Steptoe,health,American Journal of Medicine,Yariv Gerber,Israel,World"
"Kushner meets Egypt's Sisi for Mideast peace plan talks ","World-articles-txt/articles114txt","02 Aug 2019 12:25AM","Jared Kushner,Egypt,Abdel Fattah al-Sisi,Cairo,Palestinians,World"
"Kremlin critic Navalny says he was poisoned in complaint to authorities","World-articles-txt/articles115txt","02 Aug 2019 12:15AM","Alexei Navalny,Vadim Kobzev,poisoned,custody,social media,World"
"Free trade agreement between Singapore and Britain in the works: Vivian Balakrishnan","World-articles-txt/articles116txt","02 Aug 2019 12:02AM","Vivian Balakrishnan,Singapore"
"Six children killed by lightning in Guinea: Witness","World-articles-txt/articles117txt","01 Aug 2019 11:45PM","Guinea,World"
"Rwanda says its border with Congo remains open","World-articles-txt/articles118txt","01 Aug 2019 11:30PM","Rwanda,Democratic Republic,Democratic Republic of the Congo,Goma,religion & spirituality,Congo,World"
"Superbugs found lurking in London underground and hospitals","World-articles-txt/articles119txt","01 Aug 2019 11:25PM","London,medical health,Hermine Mkrtchyan,multidrug-resistant,World"
"Mogadishu's mayor dies in Qatar while getting treatment for wounds","World-articles-txt/articles120txt","01 Aug 2019 11:22PM","Qatar,Somalia,World"
"No concessions from China as US postpones some tariffs: US Commerce chief","World-articles-txt/articles121txt","14 Aug 2019 09:25PM","US China trade war,China,United States,World"
"Dozens of child sex abuse victims sue Catholic Church in New York after change in law","World-articles-txt/articles122txt","14 Aug 2019 09:19PM","child sex abuse,sexual abuse,World"
"Statue of 'comfort women' pulled from Japan exhibit finds new home","World-articles-txt/articles123txt","14 Aug 2019 09:07PM","South Korea,Japan,comfort women,Asia"
"Leave our graffiti on the walls, say Sudan protesters","World-articles-txt/articles125txt","14 Aug 2019 07:52PM","Khartoum,fine art,Sudan,graffiti,Omar al-Bashir,World"
"UK PM Johnson says Britons want Brexit, not an election","World-articles-txt/articles126txt","14 Aug 2019 07:48PM","Brexit,Boris Johnson,United Kingdom,World"
"Italy's Salvini snarled in political crisis of his own making","World-articles-txt/articles127txt","14 Aug 2019 07:44PM","Matteo Salvini,no-confidence,5-Star,Italy,news and politics,World"
"Kremlin says WTO's existence would be in doubt if US, others left","World-articles-txt/articles128txt","14 Aug 2019 07:21PM","business and finance,WTO,United States,World Trade Organisation,Kremlin,Business"
"Syrian government closes in on town that was bombed with sarin","World-articles-txt/articles129txt","14 Aug 2019 07:15PM","Syria,politics,sarin,World"
"Halt Afghan civilian casualties, UN says after report of 11 killed by government","World-articles-txt/articles130txt","14 Aug 2019 07:01PM","Taliban,Afghanistan,Pakistan,UN,news and politics,gravely,World"
"Widower of US shooting victim invites whole town to funeral","World-articles-txt/articles131txt","17 Aug 2019 01:00AM","El Paso,Texas,Antonio Basco,World"
"Trudeau government to pay Canadian dairy farmers hurt by trade deals as election nears","World-articles-txt/articles132txt","17 Aug 2019 12:58AM","Canada,European Union,Marie-Claude Bibeau,Trudeau,Business"
"FDA approves AbbVie's new rheumatoid arthritis drug","World-articles-txt/articles133txt","17 Aug 2019 12:35AM","AbbVie Inc,FDA,medical health,U.S. Food and Drug Administration,rheumatoid arthritis,World"
"New Jersey man insulted at rally by Trump says 'I love the guy'","World-articles-txt/articles134txt","17 Aug 2019 12:27AM","Donald Trump,Frank Dawson,New Hampshire,New Jersey,World"
"US advances sale of F-16 fighters to Taiwan","World-articles-txt/articles135txt","17 Aug 2019 12:23AM","China,Taiwan,Marco Rubio,Asia"
"Kremlin hands top state honours to pilots after crash-landing","World-articles-txt/articles136txt","16 Aug 2019 11:14PM","Vladimir Putin,Russia,World"
"Nigerian boy stages own kidnap, demands father pay ransom","World-articles-txt/articles137txt","16 Aug 2019 11:08PM","Nigeria,kidnap,World"
"Roche cancer treatment priced at US$17,050 a month, lower than rival Vitrakvi","World-articles-txt/articles138txt","16 Aug 2019 10:55PM","cancer treatment,Roche,Vitrakvi,medical health,NTRK,Rozlytrek,World"
"Nordic walking may benefit breast cancer patients","World-articles-txt/articles139txt","16 Aug 2019 10:55PM","Nordic,health,breast cancer,Jorge Torres,Italy,Lucia Cugusi,World"
"US lawmaker says no visit to West Bank under 'oppressive' Israel conditions","World-articles-txt/articles140txt","16 Aug 2019 10:54PM","Rashida Tlaib,West Bank,Israel,Palestine,World"
"World food prices ease for second month running in July: UN FAO","World-articles-txt/articles141txt","01 Aug 2019 04:59PM","business and finance,FAO,United Nations,food prices,World"
"Can diet help cancer treatment? Study in mice offers clues","World-articles-txt/articles142txt","01 Aug 2019 04:59PM","cancer,diet,health,World"
"China vows fight against Trump's latest tariffs as stocks sink","World-articles-txt/articles143txt","01 Aug 2019 04:35PM","business and finance,U.S.,Donald Trump,China,U.S. President,Business"
"Britain to spend an extra US$2.6 billion on no-deal Brexit planning","World-articles-txt/articles144txt","01 Aug 2019 04:05PM","Brexit,UK,Britain,World"
"Pompeo criticises China after meeting top diplomat in Bangkok","World-articles-txt/articles145txt","01 Aug 2019 03:41PM","Bangkok,Mike Pompeo,US,Asia"
"Biden debate gaffe sends viewers in digital circles","World-articles-txt/articles146txt","01 Aug 2019 02:58PM","Joe Biden,US,World"
"Blue-blooded crabs at heart of pharma dispute on drug testing","World-articles-txt/articles147txt","01 Aug 2019 02:10PM","pets,Lonza,Charles River,Asia,horseshoe crab,rFC,World"
"Trump, Putin discuss Russian wildfires: White House","World-articles-txt/articles148txt","01 Aug 2019 01:23PM","Vladimir Putin,Donald Trump,Russia,World"
"Buzz kill: Mass bee deaths sting Russian beekeepers","World-articles-txt/articles149txt","01 Aug 2019 01:18PM","animals,Russia,World"
"US boosts Brazil status as military ally","World-articles-txt/articles150txt","01 Aug 2019 12:16PM","Donald Trump,Brazil,World"
"Trump proposes mental asylums, but silent on gun laws","World-articles-txt/articles151txt","16 Aug 2019 11:12AM","Donald Trump,gun laws,World"
"Climate change forces Chile ski stations to make fake snow ","World-articles-txt/articles152txt","16 Aug 2019 10:42AM","climate change,Chile,World"
"Trump says China talks 'productive'; Beijing vows tariff retaliation","World-articles-txt/articles153txt","16 Aug 2019 10:05AM","United States,China,trade war,Business"
"US judges rule migrant children must get soap and bedding, reject govt appeal","World-articles-txt/articles154txt","16 Aug 2019 09:46AM","migrant children,detention camps,United States,Donald Trump,World"
"Countries push to protect sharks, rays ","World-articles-txt/articles155txt","16 Aug 2019 09:21AM","wildlife,sharks,World"
"Dozens of US teens hospitalised with lung disease after vaping","World-articles-txt/articles156txt","16 Aug 2019 09:03AM","health,smoking,e-cigarette,World"
"Australia dilutes Pacific leaders' climate warning","World-articles-txt/articles157txt","16 Aug 2019 07:21AM","Pacific leaders,global warming,Australia,Pacific Island Forum,Tuvalu,climate change,World"
"Commentary: Air travel’s huge carbon footprint and its climate-friendlier alternatives","World-articles-txt/articles158txt","16 Aug 2019 06:28AM","climate change,global warming,travel,air travel,Commentary"
"Venezuela government seeks to change framework for talks with opposition","World-articles-txt/articles159txt","16 Aug 2019 05:59AM","Venezuela,foreign minister,Nicolas Maduro,Jorge Arreaza,Juan Guaido,World"
"Disparities in access to best stroke treatment","World-articles-txt/articles160txt","16 Aug 2019 05:45AM","U.S.,thrombectomy,Salvador Cruz-Flores,health,Minnesota,Waleed Brinjikji,World"
"Notre-Dame works resume in Paris after lead scare","World-articles-txt/articles161txt","19 Aug 2019 10:52PM","business and finance,contamination,Paris,France,World"
"Foreigners arrested over ivory bracelets at Kenyan airport","World-articles-txt/articles162txt","19 Aug 2019 10:44PM","ivory,elephant,animal cruelty,World"
"UK to end EU free movement immediately after Brexit","World-articles-txt/articles163txt","19 Aug 2019 10:16PM","news and politics,immigration,Britain,UK,Boris Johnson,Brexit,World"
"US records 21 new measles cases as of last week","World-articles-txt/articles164txt","19 Aug 2019 10:00PM","CDC,United States,medical health,measles,World"
"Global network's nuclear sensors in Russia went offline after mystery blast","World-articles-txt/articles165txt","19 Aug 2019 09:54PM","offline,CTBTO,technology & computing,IMS,Russia,World"
"Britain preps for no deal Brexit despite dire impact warnings","World-articles-txt/articles166txt","19 Aug 2019 08:36PM","business and finance,dire,Britain,Brexit,World"
"Northern Ireland police say officers targeted in border explosion","World-articles-txt/articles167txt","19 Aug 2019 08:27PM","Ireland,police,Britain,explosion,World"
"UK's Johnson slams 'mumbo-jumbo' about vaccines after measles rates rise","World-articles-txt/articles168txt","19 Aug 2019 08:20PM","United Kingdom,health,Boris Johnson,measles,World"
"Iran warns US against seizing tanker","World-articles-txt/articles169txt","19 Aug 2019 08:16PM","Gibraltar,Iran,Grace 1,Adrian Darya,World"
"US grants Huawei another 90 days to buy from American suppliers: Ross","World-articles-txt/articles170txt","19 Aug 2019 08:11PM","business and finance,US,Ross,Huawei,Business"
"UK urges EU to reflect 'political reality' on Brexit","World-articles-txt/articles171txt","04 Aug 2019 06:55AM","Boris Johnson,Brexit,World"
"Commentary: We are woefully ill-equipped to deal with rogue drones","World-articles-txt/articles172txt","04 Aug 2019 06:03AM","drone,military,missile,aviation,air space,Changi Airport,Commentary"
"Erdogan lays stone for modern Turkey's first new church","World-articles-txt/articles173txt","04 Aug 2019 05:32AM","Turkey,Recep Tayyip Erdogan,World"
"Trump administration considers September unveiling of healthcare plan: WSJ","World-articles-txt/articles174txt","04 Aug 2019 03:15AM","business and finance,U.S.,Donald Trump,Wall Street Journal report,Wall Street Journal,WSJ,World"
"Gunman kills 20 at Texas Walmart store in latest US mass shooting","World-articles-txt/articles175txt","04 Aug 2019 03:08AM","WalMart,El Paso,Texas,shooting,World"
"French police fire teargas, water cannon at protest over dead festival-goer","World-articles-txt/articles176txt","04 Aug 2019 02:57AM","Steve Maia Canico,France,World"
"Trump defends China trade policy","World-articles-txt/articles177txt","04 Aug 2019 02:53AM","Donald Trump,China,World"
"Whales die in new mysterious Iceland stranding  ","World-articles-txt/articles178txt","04 Aug 2019 02:44AM","Iceland,World"
