"150 people evacuated after fire breaks out at Sim Lim Square ","Singapore-articles-txt/articles95txt","17 Jun 2019 05:52PM","Sim Lim Square,fire,SCDF,Singapore"
"Man gets jail, caning for scrawling racist graffiti in Geylang","Singapore-articles-txt/articles96txt","17 Jun 2019 05:35PM","court,crime,vandalism,Singapore"
"Mediacorp continues to be best radio network in Singapore: Nielsen Survey","Singapore-articles-txt/articles97txt","17 Jun 2019 04:58PM","radio,Mediacorp,media,entertainment,Singapore"
"MAS issues prohibition orders against ex-UBS employee for forgery, falsifying emails","Singapore-articles-txt/articles98txt","17 Jun 2019 04:40PM","MAS,UBS,banking,finance,Business"
"New private home sales drop 15.2% year-on-year in May","Singapore-articles-txt/articles99txt","17 Jun 2019 03:39PM","URA,property,Business"
"Rangers are 'vigilant' at walking net attraction, says Jewel Changi Airport","Singapore-articles-txt/articles100txt","17 Jun 2019 02:59PM","Jewel Changi Airport,Singapore"
"Commentary: Recycling bins are for recyclables, not junk","Singapore-articles-txt/articles101txt","09 Aug 2019 07:50AM","recycling,environment,climate change,IKEA,zero-waste,plastic,Commentary"
"NDP 2019: 5 things to look out for at this year's parade","Singapore-articles-txt/articles102txt","09 Aug 2019 06:23AM","NDP2019,National Day Parade,Singapore"
"‘I’m not scared’: Intellectual disability no impediment as ‘accomplished’ blood donor nears 70th donation","Singapore-articles-txt/articles103txt","09 Aug 2019 06:23AM","blood,donation,special needs,Singapore"
"J Y Pillay heads list of National Day Award recipients","Singapore-articles-txt/articles104txt","09 Aug 2019 05:00AM","JY Pillay,National Day,Order of Temasek,Lim Chee Onn,Gerard Ee,Singapore"
"Remaking Singapore: After Jewel, 5 other big projects set to raise the game","Singapore-articles-txt/articles105txt","08 Aug 2019 08:56PM","Lee Hsien Loong,National Day,Changi Airport,aviation,maritime,Tuas,Singapore"
"Singtel resolves landlines issues after disruptions affected NETS, credit card machines","Singapore-articles-txt/articles106txt","08 Aug 2019 07:57PM","Singtel,Singapore"
"Mediacorp partners beIN SPORTS to bring football and rugby action to Toggle","Singapore-articles-txt/articles107txt","08 Aug 2019 07:39PM","sports,beIN SPORTS,Mediacorp,Toggle,Singapore"
"About 2.8kg of heroin seized, 7 arrested in CNB operation","Singapore-articles-txt/articles108txt","08 Aug 2019 07:08PM","Central Narcotics Bureau,Singapore"
"Korean star Lee Seung-gi to go on Asia tour marking new drama Vagabond","Singapore-articles-txt/articles109txt","08 Aug 2019 07:01PM","South Korea,Lee Seung-gi,Lifestyle"
"Police investigating China flag hung at Choa Chu Kang HDB block","Singapore-articles-txt/articles110txt","08 Aug 2019 06:53PM","Singapore,flag,Singapore"
"Prosecution calls for more than 4 years' jail for ex-AMKTC general manager and director who bribed him","Singapore-articles-txt/articles111txt","26 Jun 2019 01:04PM","court,crime,corruption,Ang Mo Kio Town Council,Wong Chee Meng,Singapore"
"Singapore’s manufacturing output down 2.4% in May","Singapore-articles-txt/articles112txt","26 Jun 2019 01:01PM","manufacturing,EDB,Business"
"1.7 million Singaporeans to receive S$1 billion in GST Vouchers and MediSave top-ups","Singapore-articles-txt/articles113txt","26 Jun 2019 11:08AM","MediSave,GST Vouchers,Singapore"
"Brace for greater economic headwinds as global uncertainties likely to persist, says Chan Chun Sing","Singapore-articles-txt/articles114txt","26 Jun 2019 10:43AM","Singapore economy,Chan Chun Sing,trade war,Singapore"
"Proof that Singapore is a 'food capital': Odette restaurant is No 18 globally","Singapore-articles-txt/articles115txt","26 Jun 2019 09:44AM","Singapore,restaurants,award,50 best,Lifestyle"
"When every second counts: Using AI to assess brain injuries could save lives","Singapore-articles-txt/articles116txt","26 Jun 2019 06:31AM","artificial intelligence,healthcare,Singapore"
"KFC to launch crunchy new 'tze char' favourite Cereal Chicken on Jun 28","Singapore-articles-txt/articles117txt","26 Jun 2019 06:30AM","Trending,Lifestyle"
"Singapore's 4th telco TPG to offer free unlimited data roaming in Malaysia, Indonesia","Singapore-articles-txt/articles118txt","26 Jun 2019 12:19AM","TPG,mobile,telco,Singapore"
"3 arrested for stealing S$50,000 worth of spectacle frames: Police","Singapore-articles-txt/articles119txt","25 Jun 2019 08:43PM","Singapore Police Force,Singapore"
"Drone disruptions at airports: How dangerous are they to aircraft?","Singapore-articles-txt/articles120txt","25 Jun 2019 08:13PM","Changi Airport,drones,aviation,Singapore"
"Singapore experienced driest July on record: Met Service","Singapore-articles-txt/articles121txt","01 Aug 2019 09:04PM","weather,haze,Meteorological Service Singapore,Singapore"
"Jail for woman who hammered out maid’s teeth in 'worst' recent case of abuse","Singapore-articles-txt/articles122txt","01 Aug 2019 07:24PM","court,crime,maid abuse,Singapore"
"Havas issues new apology over E-Pay 'brownface' ad: 'We regret if anyone has been offended'","Singapore-articles-txt/articles123txt","01 Aug 2019 07:04PM","NETS,Singapore"
"Former site manager fined S$30,000 for corruption ","Singapore-articles-txt/articles124txt","01 Aug 2019 06:23PM","corruption,CPIB,Singapore"
"S$12 million fund to help vulnerable persons gain access to sporting programmes","Singapore-articles-txt/articles125txt","01 Aug 2019 05:55PM","SportCares,Grace Fu,Sport Singapore,Singapore"
"Sephora data breach: 3.7m customer records up for sale on Dark Web, says cybersecurity firm","Singapore-articles-txt/articles126txt","01 Aug 2019 05:38PM","Sephora,data breach,cybersecurity,Singapore"
"PUB to carry out fogging, checks as midges multiply near Pandan Reservoir ","Singapore-articles-txt/articles127txt","01 Aug 2019 05:20PM","midges,PUB,Singapore"
"Singapore scientists discover new cancer drug that could be alternative to chemotherapy","Singapore-articles-txt/articles128txt","01 Aug 2019 04:49PM","science,cancer,health,medicine,A*STAR,Singapore"
"Man jailed for stealing birds from travel agency in Yishun","Singapore-articles-txt/articles129txt","01 Aug 2019 04:48PM","court,crime,Singapore"
"Nassim Road mansion sold for record S$230 million by Wing Tai chairman","Singapore-articles-txt/articles130txt","01 Aug 2019 04:48PM","property,James Dyson,Facebook,Botanic Gardens,Orchard Road,Singapore"
"Commentary: Did aggressive land bidding by Chinese developers push up Singapore property prices?","Singapore-articles-txt/articles131txt","11 Aug 2019 06:18AM","singapore property,cooling measure,property prices,condominiums,MCL Land,Kingsford,Commentary"
"'Faces affect me more, especially if the eyes are open': The woman who draws dead people for a living","Singapore-articles-txt/articles132txt","11 Aug 2019 06:17AM","NUS,medicine,silent mentor,science,art,Singapore"
"For 33 years, Singaporean couple helped a ‘forgotten’ people – at a personal cost","Singapore-articles-txt/articles133txt","11 Aug 2019 06:15AM","CNA Insider,Philippines,CNA Insider"
"NDP 2019: Singaporeans turn out in droves to catch the mobile column","Singapore-articles-txt/articles134txt","10 Aug 2019 11:08PM","NDP2019,National Day Parade,Singapore"
"Search ongoing for missing Singaporean kayakers in Malaysia: MFA","Singapore-articles-txt/articles135txt","10 Aug 2019 01:46PM","Mersing,MFA,Singapore"
"Indonesia ready for greater cooperation with Singapore across industries: President Joko Widodo","Singapore-articles-txt/articles136txt","10 Aug 2019 06:30AM","business and finance,economic growth,Indonesia,Joko Widodo,Singapore"
"Commentary: Your spouse or your parents? Who should decide when to take you off life support?","Singapore-articles-txt/articles137txt","10 Aug 2019 06:30AM","death,dying,palliative care,elderly,advance medical directive,lasting power of attorney,Commentary"
"In pictures: National Day Parade 2019","Singapore-articles-txt/articles138txt","10 Aug 2019 12:53AM","NDP2019,National Day Parade,Singapore"
"NDP 2019: Past and present contributions honoured in bicentennial spectacle at the Padang","Singapore-articles-txt/articles139txt","09 Aug 2019 08:28PM","NDP2019,National Day Parade,Singapore"
"NDP 2019 as it happened: The bicentennial National Day Parade","Singapore-articles-txt/articles140txt","09 Aug 2019 05:04PM","NDP2019,National Day Parade,Singapore"
"Jalan Buroh fire: Union Gas monitoring impact of disruption to LPG supply","Singapore-articles-txt/articles141txt","24 Jun 2019 04:49PM","Jalan Buroh fire,Union Gas,fire,SCDF,Business"
"MOE investigators 'harassed' me: Teacher accused of taking students' money breaks down on stand","Singapore-articles-txt/articles142txt","24 Jun 2019 04:41PM","court,crime,schools,education,Singapore"
"Singapore must build on strength in materials research to seize new opportunities: DPM Heng","Singapore-articles-txt/articles143txt","24 Jun 2019 03:40PM","Heng Swee Keat,Singapore"
"What happened to the brothers in that PUB Hari Raya short film?","Singapore-articles-txt/articles144txt","24 Jun 2019 01:33PM","PUB,kinship,Lifestyle"
" PIE viaduct collapse: Accredited checker admits not performing checks for support structures","Singapore-articles-txt/articles145txt","24 Jun 2019 11:25AM","court,crime,PIE accident,viaduct,Singapore"
"Higher fines for parking offences from July: HDB, URA","Singapore-articles-txt/articles146txt","24 Jun 2019 11:21AM","HDB,URA,car park,parking,Singapore"
"Razer partners Visa to integrate prepaid payment option into Razer Pay app","Singapore-articles-txt/articles147txt","24 Jun 2019 11:06AM","Razer,Visa,e-commerce,Singapore"
"A 3D-printed ‘arm’ could be the helping hand amputee Tan Whee Boon needs to land a job","Singapore-articles-txt/articles148txt","24 Jun 2019 06:33AM","tan whee boon,3D printing,Singapore"
"Commentary: What 2019’s graduating jobseekers need to know – four recession-proof strategies","Singapore-articles-txt/articles149txt","24 Jun 2019 06:32AM","work-life,job,jobseekers,employment,career advice,Commentary"
"Woman arrested after fake S$50 notes used for payments in Hougang, Tampines","Singapore-articles-txt/articles150txt","23 Jun 2019 09:13PM","crime,Singapore Police Force,Singapore"
"COE premiums close higher in latest bidding exercise ","Singapore-articles-txt/articles151txt","07 Aug 2019 04:09PM","COE,transport,automotive,Singapore"
"Man, woman jailed over sham marriage solemnised in China","Singapore-articles-txt/articles152txt","07 Aug 2019 04:01PM","Immigration and Checkpoints Authority,crime,Singapore"
"Genki Sushi Singapore fined after employee data compromised in ransomware attack ","Singapore-articles-txt/articles153txt","07 Aug 2019 02:55PM","data breach,Genki Sushi,PDPC,Singapore"
"Man with no passport charged for trying to leave Singapore by hiding in car boot","Singapore-articles-txt/articles154txt","07 Aug 2019 01:12PM","court,crime,Singapore"
"A 'powerful statement' for multilateralism, says PM Lee as 46 countries ink Singapore Convention on Mediation","Singapore-articles-txt/articles155txt","07 Aug 2019 12:59PM","United Nations,trade disputes,Singapore Convention on Mediation,Singapore"
"Court dismisses appeal by sex offender who claims 9-year-old victim was lying to placate upset father","Singapore-articles-txt/articles156txt","07 Aug 2019 12:55PM","court,crime,sexual assault,appeals,Singapore"
"E-sports player granted deferment but not for Overwatch tournament: MINDEF","Singapore-articles-txt/articles157txt","07 Aug 2019 12:48PM","National Service,e-sports,MINDEF,NS deferment,Singapore"
"Football hub, Singapore's first velodrome proposed for Kallang makeover ","Singapore-articles-txt/articles158txt","07 Aug 2019 12:34PM","Kallang,sports,SportSG,Singapore"
"Ban on PMDs at void decks, common areas to start Sep 1: PAP town councils","Singapore-articles-txt/articles159txt","07 Aug 2019 12:13PM","PMD,personal mobility devices,HDB,town councils,transport,Singapore"
"Ramayana, aerial arts and Intergalactic Dreams at this month's Singapore Night Festival ","Singapore-articles-txt/articles160txt","07 Aug 2019 11:33AM","Singapore Night Festival,Lifestyle"
"Singaporean kayakers who went missing in Malaysia: A timeline of events","Singapore-articles-txt/articles161txt","19 Aug 2019 10:02PM","kayakers,Malaysia,Singaporean kayakers,missing people,Singapore"
"Missing Singaporean kayaker Tan Eng Soon will be 'at peace' at sea, says family","Singapore-articles-txt/articles162txt","19 Aug 2019 07:40PM","Singaporean kayakers,Malaysia,Ministry of Foreign Affairs,Singapore"
"Engineering solutions to tackle rising sea levels important but more research vital: Experts","Singapore-articles-txt/articles163txt","19 Aug 2019 06:51PM","climate change,climate,weather,NDR2019,Singapore"
"Man arrested after trying to smuggle 12,500 cartons of cigarettes in concrete blocks into Singapore","Singapore-articles-txt/articles164txt","19 Aug 2019 06:29PM","Immigration and Checkpoints Authority,Singapore Customs,crime,Singapore"
"Malaysia, Singapore reach 'understanding' over RTS Link project: Malaysian Transport Minister","Singapore-articles-txt/articles165txt","19 Aug 2019 05:53PM","Malaysia,Singapore,RTS,Asia"
"Full restoration of CPF contributions for those aged 55 to 60; higher rates for workers above 60","Singapore-articles-txt/articles166txt","19 Aug 2019 05:00PM","CPF,retirement age,Singapore"
"Timeline for changes in retirement, re-employment ages not arrived at ‘lightly’: Josephine Teo","Singapore-articles-txt/articles167txt","19 Aug 2019 05:00PM","employment,retirement,CPF,finance,Ministry of Manpower,Singapore"
